Year,Tempo,Duration
2006,113.746,313.3122
2007,160.887,238.68036
1989,130.49,130.66404
2008,96.091,213.4722
2007,73.178,218.04363
2001,130.017,295.3922
2008,100.98,281.86077
2008,150.077,188.65587
2005,190.116,217.49506
1999,90.07,205.11302
2004,85.263,237.13914
2004,105.931,227.5522
2001,99.829,176.37832
1971,66.856,456.69832
1996,84.373,225.43628
2002,93.502,330.08281
1986,130.461,269.29587
1969,126.968,152.76363
1997,107.778,302.75873
1997,180.823,204.5122
2003,104.208,191.29424
2004,110.993,213.18485
1996,158.84,164.362
1979,164.93,186.8273
1999,97.546,124.39465
2008,82.759,217.88689
1987,96.737,155.11465
1997,121.589,399.98649
2008,90.627,259.05587
2004,106.967,272.50893
2006,83.902,237.60934
1974,170.995,162.29832
1997,161.772,421.19791
2008,95.924,183.11791
2002,114.495,192.67873
2003,117.574,280.00608
2007,179.912,239.33342
2007,90.993,227.76118
1995,145.99,316.76036
1997,138.836,176.01261
1981,115.521,421.35465
2010,106.825,236.72118
2002,188.626,215.30077
1997,92.957,204.93016
1994,167.504,361.24689
1976,119.053,175.20281
1990,178.936,119.27465
2002,112.398,272.03873
2003,156.005,223.99955
2009,91.434,100.75383
1989,167.772,290.11546
2004,141.63,210.07628
2006,189.824,165.82485
1988,149.91,68.362
1996,165.038,226.92526
1994,136.211,159.68608
1999,124.004,218.5922
1999,215.461,355.05587
1992,196.013,290.19383
2007,111.518,235.12771
1995,141.469,136.04526
1983,106.136,352.44363
2010,144.052,226.37669
1992,115.862,228.96281
1997,150.055,288.62649
2006,169.875,216.60689
2001,103.476,197.45914
2006,113.992,161.38404
2007,150.064,259.02975
1988,119.317,153.59955
2009,160.028,272.74404
2001,103.166,176.5873
1994,75.297,242.83383
2002,227.25,163.81342
1995,45.13,155.8722
2002,123.013,278.36036
1994,170.217,168.30649
2002,107.584,170.81424
2008,85.006,303.51628
1982,165.979,186.51383
2008,100.06,125.33506
1997,96.028,497.13587
2008,170.095,186.06975
2005,69.234,79.77751
2008,124.086,433.47546
2009,160.071,267.36281
2001,122.761,260.93669
1976,131.554,163.83955
2005,114.127,233.74322
1999,150.784,153.96526
1993,102.473,384.13016
2005,130.298,213.60281
2007,102.889,251.21914
1994,86.8,190.32771
2000,144.005,324.93669
2008,135.264,204.90404
1995,111.201,329.53424
2003,94.318,169.66485
2010,89.949,292.91057
2009,122.984,556.06812
2000,84.758,149.65506
1998,160.313,210.93832
1960,87.806,184.68526
1988,123.293,137.79546
2008,130.053,225.82812
2008,104.705,232.75057
2006,95.985,45.45261
1978,151.004,231.47057
2001,155.411,187.66322
1995,176.138,201.22077
2005,154.873,128.41751
2000,186.075,386.66404
1998,134.864,286.74567
2008,139.967,212.84526
2009,102.374,219.29751
2009,96.596,270.62812
1967,110.771,148.61016
1997,168.242,261.35465
1976,162.771,252.26404
1998,158.304,115.35628
1999,156.261,321.48853
1996,109.889,277.39383
1992,124.553,265.84771
1998,139.95,214.12526
2004,125.05,277.89016
1999,172.502,195.39546
2006,91.145,190.9024
2005,153.977,204.38159
2009,96.521,298.89261
2009,132.073,203.96363
2005,94.73,188.89098
2002,87.599,60.21179
2001,127.27,251.402
2006,115.072,309.49832
1982,87.657,130.63791
1999,121.832,227.39546
1992,109.001,230.37342
2009,64.101,47.28118
2005,118.975,267.36281
1998,101.43,229.0673
1995,135.39,393.89995
1998,124.343,343.37914
2003,149.654,175.22893
1994,193.637,128.15628
2010,93.029,172.90404
2001,106.961,231.60118
2009,110.096,159.29424
1999,69.347,226.37669
2006,101.276,150.49098
1998,117.298,224.73098
1996,96.02,274.78159
1993,101.66,324.07465
2008,83.335,106.39628
1996,121.102,327.78404
2005,84.983,286.06649
1994,101.809,149.34159
1994,121.524,247.58812
2004,112.78,189.36118
1995,110.226,245.62893
2005,133.353,153.44281
1998,130.429,126.06649
2004,61.303,221.54404
1965,124.369,165.72036
2005,140.043,378.04363
2007,161.032,193.74975
1967,163.371,171.15383
2007,130.106,256.93995
1991,90.653,167.3922
2005,140.269,369.52771
1995,96.019,167.99302
1992,80.182,134.60853
1993,141.394,190.04036
2003,107.485,221.20444
2001,92.203,504.94649
2006,151.941,235.20608
2006,60.092,224.36526
2003,183.698,288.20853
2006,97.233,288.70485
1998,141.438,267.36281
1977,127.803,312.58077
2009,119.27,229.66812
1989,108.738,254.17098
2007,97.521,438.88281
2004,142.98,286.27546
1998,179.832,58.30485
1996,115.365,128.33914
2002,116.032,270.36689
2008,89.465,363.38893
1992,165.764,369.26649
2007,104.195,238.96771
1980,139.826,135.83628
1995,96.627,259.3171
1995,159.083,235.62404
1999,144.438,206.13179
2007,152.227,27.68934
2004,132.136,125.98812
2005,183.619,234.68363
2000,131.01,350.22322
2005,160.938,186.46159
2006,68.0,488.25424
1999,112.149,364.53832
1996,110.879,173.71383
2002,120.907,84.1922
2008,167.697,236.19873
1992,91.6,194.19383
2001,167.793,155.24526
2006,112.427,210.88608
2001,138.356,216.5024
2001,141.71,336.19546
2003,126.136,126.04036
2009,99.68,281.12934
2002,89.981,240.3522
2009,113.863,115.04281
2006,105.991,205.89669
2006,94.843,150.09914
2001,98.705,188.36853
1999,94.084,278.64771
2005,168.08,155.97669
2007,125.994,300.93016
2004,140.979,181.26322
1994,101.143,223.7122
2009,106.519,221.17832
1993,125.15,50.99057
1992,138.102,221.90975
2005,114.39,333.34812
2004,148.555,201.61261
2006,170.038,279.24853
2007,131.648,125.07383
1973,119.028,187.42812
1994,127.956,159.76444
2004,136.044,225.41016
1996,150.735,46.00118
2003,87.461,159.65995
2000,158.058,232.202
2006,128.186,230.5824
1993,115.979,240.45669
1997,119.331,220.81261
1999,130.02,194.5073
1968,114.754,422.16444
2006,110.009,209.55383
1999,83.689,179.64363
1988,127.68,266.4224
1959,106.328,141.81832
2005,148.661,144.40444
2007,115.115,379.11465
2004,93.0,173.73995
1993,115.656,310.77832
1994,150.059,149.41995
2005,86.903,288.60036
2005,173.903,292.98893
2008,93.161,105.42975
2002,93.749,177.13587
1991,157.699,107.93751
2006,130.001,555.54567
1981,33.009,72.77669
1985,241.52,314.90567
2005,114.116,219.0624
2002,144.047,232.9073
2000,139.044,509.33506
1981,142.706,164.07465
2009,148.601,199.05261
1981,213.617,451.02975
2001,92.4,306.05016
1987,113.359,211.69587
2007,85.159,259.5522
2001,103.967,147.22567
2003,91.987,244.63628
2002,138.997,424.9073
2002,181.861,162.40281
2006,59.496,243.9571
2002,120.458,145.99791
1991,118.222,154.61832
1993,134.551,265.01179
1956,105.552,167.49669
2000,79.534,239.56853
2003,163.848,250.04363
2001,157.419,218.67057
2005,100.05,180.55791
2009,136.383,288.33914
2009,148.712,108.93016
1975,103.731,232.12363
2001,87.995,417.56689
1994,103.634,331.25832
2008,124.022,236.72118
1987,79.709,512.1824
1995,159.668,261.642
1964,107.455,172.72118
2005,122.026,224.91383
1999,130.826,323.94404
1998,93.848,321.56689
1998,125.95,294.08608
1993,95.869,315.01016
2010,107.042,196.20526
1995,88.064,203.10159
2007,125.47,295.96689
2001,101.923,197.51138
2003,61.018,266.60526
2006,127.974,232.75057
2006,129.277,356.54485
2005,127.876,233.63873
2003,147.928,212.89751
1998,94.082,205.66159
1979,162.954,159.05914
2001,217.289,107.83302
1993,105.852,113.78893
2003,100.026,323.10812
1993,95.655,211.40853
2004,110.1,317.70077
1965,72.656,190.14485
1998,155.049,192.26077
2006,106.002,268.95628
2006,142.946,225.20118
2000,162.676,50.1024
2001,197.152,151.61424
1994,175.663,528.14322
2003,105.459,168.46322
1996,122.019,240.27383
2001,149.591,287.242
1991,148.642,501.05424
2006,120.042,305.05751
1982,84.437,434.88608
2004,86.007,171.72853
1982,154.286,269.40036
2003,146.569,234.78812
2007,56.306,116.1922
2006,119.683,189.70077
1974,108.662,425.03791
1999,85.399,399.882
1968,103.088,168.01914
1971,75.706,307.722
1998,172.061,246.69995
2000,158.479,164.12689
2004,117.973,207.46404
1997,169.237,189.57016
2009,209.739,212.92363
1994,156.079,143.64689
1991,122.22,169.69098
1994,124.976,231.10485
2009,121.354,180.13995
2010,84.969,110.52363
2005,162.002,264.07138
2005,173.652,320.05179
1977,174.785,188.96934
2008,147.886,234.63138
1968,101.577,183.11791
1995,89.394,263.67955
1982,133.324,221.23057
2010,200.004,260.10077
1987,76.096,335.33342
2007,98.763,354.79465
1997,124.988,395.17995
1977,128.972,444.81261
2004,132.045,139.17995
1976,157.582,307.04281
1995,202.829,200.75057
2003,85.331,206.81098
2004,104.783,80.53506
2003,161.196,102.94812
2009,103.647,225.67138
1998,51.265,256.70485
1984,59.253,78.96771
1969,167.263,192.23465
1997,110.691,181.18485
2003,123.943,216.92036
2006,106.854,191.65995
1996,144.067,262.19057
1963,148.653,160.7571
1999,180.876,177.71057
2002,124.534,231.07873
1993,179.587,178.46812
1992,144.162,205.87057
1988,125.1,159.60771
2004,110.768,149.99465
2003,105.982,354.06322
2006,91.97,254.51057
1966,146.913,177.57995
2000,86.589,651.59791
2000,221.858,114.31138
2007,157.95,222.98077
2001,106.919,225.48853
1991,99.566,257.69751
2007,128.077,208.16934
2006,126.682,190.71955
2003,88.967,123.24526
1982,130.017,309.57669
1996,111.834,235.65016
2008,117.316,209.60608
1999,132.595,328.9073
2001,160.783,222.27546
1992,134.491,743.36608
1996,147.508,165.40689
1994,93.312,195.3171
2000,105.006,217.10322
1989,115.737,171.10159
1998,113.063,200.59383
1994,145.16,173.66159
1995,101.544,253.49179
2004,130.013,451.44771
2006,94.672,225.67138
2007,220.031,233.42975
2005,125.916,286.32771
1997,200.716,225.12281
2009,176.066,270.52363
2009,80.484,352.67873
1995,100.342,248.92036
2006,104.984,180.50567
2005,101.08,340.79302
2009,107.845,256.522
2003,185.094,265.22077
1995,90.18,163.52608
1979,124.788,214.38649
1993,143.291,81.50159
2006,128.689,212.71465
2009,140.026,277.2371
1983,125.147,280.13669
2001,122.006,260.8322
2005,190.01,203.96363
1994,100.76,81.97179
1985,193.56,492.30322
2007,114.73,466.65098
2005,91.538,193.72363
2010,140.259,195.36934
1983,133.398,202.94485
1982,70.649,1030.19057
2002,210.898,133.19791
2005,111.936,261.53751
2006,93.015,262.55628
2002,183.808,196.72771
2003,92.606,173.68771
2002,85.282,188.39465
1991,120.001,149.99465
2007,174.019,193.64526
2004,126.14,181.02812
1981,137.941,193.35791
2005,121.773,290.97751
2005,143.679,195.13424
2008,146.894,44.64281
2009,154.172,504.05832
2009,90.027,362.31791
2004,94.554,269.7922
2001,196.188,199.13098
2004,67.745,274.80771
1992,101.621,184.73751
2005,150.013,254.56281
2007,115.033,234.55302
2008,125.086,250.3571
2000,93.779,43.36281
1999,112.787,236.25098
1993,192.702,270.602
1999,76.296,261.74649
2006,97.151,230.86975
2007,91.483,221.67465
1998,116.984,225.67138
1967,157.779,166.16444
1993,92.672,307.33016
2007,150.066,187.6371
1999,163.567,293.92934
2008,155.896,217.39057
2005,188.924,215.53587
1999,104.307,182.04689
2000,203.964,367.43791
2009,92.044,281.46893
2004,126.806,224.20853
2004,106.769,261.90322
1995,120.876,365.71383
1996,147.661,222.11873
2006,85.771,136.95955
2005,100.15,113.60608
2006,161.796,256.62649
2003,91.198,256.10404
2009,75.467,345.23383
1995,95.816,334.78485
1999,179.988,291.02975
2006,98.151,281.88689
2004,38.233,11.59791
2004,113.995,290.55955
2008,134.566,149.86404
2003,186.882,75.67628
1994,105.003,305.162
2000,90.199,363.85914
2003,159.233,197.19791
1998,185.88,338.1024
1998,94.031,298.10893
2005,100.032,75.57179
1999,76.013,170.84036
1982,167.486,252.3424
1999,127.745,254.01424
1994,102.731,260.46649
2007,88.02,256.02567
2000,142.116,246.96118
1999,197.458,281.41669
1995,115.066,148.1922
2007,103.936,264.51546
1974,104.823,188.70812
2004,151.5,194.35057
2003,97.148,240.43057
2001,144.71,233.45587
2006,124.872,305.89342
2008,202.233,213.49832
2000,116.819,658.02404
2003,100.621,179.9571
1994,129.122,236.17261
2004,97.538,207.43791
2005,174.993,337.68444
2000,117.984,266.73587
2006,150.086,271.5424
2004,173.936,269.87057
2005,80.41,237.42649
2005,191.929,207.51628
1993,107.185,217.41669
2001,229.913,251.81995
1971,132.973,288.36526
2006,131.079,172.19873
1968,152.434,177.57995
2008,90.636,204.93016
2001,142.68,180.97587
1963,101.485,150.20363
1999,141.334,359.6273
2005,130.032,389.642
2002,111.903,298.37016
2001,167.909,234.52689
2006,88.001,169.56036
1991,100.051,307.56526
2006,134.051,304.06485
2006,105.927,181.49832
2004,160.009,146.59873
2006,87.976,273.65832
2006,89.966,190.56281
2005,88.973,380.44689
2003,132.892,247.66649
1999,117.198,256.83546
2003,134.804,164.20526
1996,201.953,135.49669
2006,185.89,264.56771
2006,196.13,216.81587
2005,120.006,291.13424
2009,94.146,240.45669
1993,163.922,317.36118
2002,109.974,212.13995
1996,122.125,154.85342
1986,191.226,206.75873
2007,126.976,307.09506
2005,97.802,41.482
2008,121.03,299.75465
1981,119.38,286.9024
2001,141.553,146.33751
2006,180.191,295.02649
1971,174.96,254.85016
2003,89.478,231.07873
2010,143.837,224.41751
2006,127.493,183.53587
1997,114.681,312.92036
1979,98.679,253.12608
1998,199.917,225.38404
2004,130.019,138.50077
1986,116.195,235.41506
1993,97.544,235.51955
2005,241.892,252.86485
2003,145.711,246.85669
1995,129.583,114.62485
1997,96.243,268.7473
1986,128.262,210.28526
2001,110.972,125.46567
2001,142.749,221.70077
1996,148.452,127.68608
2007,104.819,251.81995
2006,127.605,249.41669
2004,91.562,195.65669
1999,60.159,220.78649
2006,109.45,214.88281
2006,83.914,355.94404
2007,129.113,108.35546
1990,113.726,152.42404
1977,121.117,243.722
2008,124.285,242.85995
1993,61.878,10.34404
1986,127.592,208.87465
1995,91.637,148.40118
2004,131.877,352.93995
1988,99.973,299.49342
1996,95.738,208.32608
2006,136.474,412.1073
2002,146.971,226.32444
1992,101.469,204.35546
1999,112.961,240.19546
1998,95.138,317.12608
1990,171.876,202.86649
1996,87.653,131.81342
1992,133.624,215.82322
1995,141.22,263.81016
2008,121.153,212.84526
1993,197.741,223.4771
2003,148.234,250.67057
2007,77.115,222.82404
1967,121.744,186.56608
1994,134.237,197.25016
2005,180.04,194.21995
2006,120.122,167.26159
2003,115.049,294.66077
1990,99.463,160.83546
2001,119.09,302.8371
2009,122.926,318.87628
1989,83.856,281.33832
1979,164.594,274.72934
1992,159.939,145.73669
1958,108.248,160.78322
2003,138.046,348.55138
2003,85.949,255.65995
2006,95.147,46.47138
2010,124.992,234.34404
1963,122.939,138.762
2008,97.786,213.52444
2006,170.046,187.03628
2003,120.271,266.89261
2007,118.311,226.76853
2006,110.002,311.90159
1992,110.791,179.09506
1978,139.913,161.27955
2003,119.029,283.68934
2003,69.222,162.37669
2001,147.983,320.02567
1999,126.805,218.14812
2001,85.141,293.66812
2004,141.769,315.16689
2004,95.995,240.09098
2006,90.017,268.90404
1989,112.192,191.73832
1997,139.944,271.43791
2009,185.981,183.562
1964,185.333,183.17016
1990,70.09,335.46404
2000,97.999,335.56853
2008,114.535,189.80526
1963,88.808,129.67138
1987,221.81,350.27546
2002,164.981,255.50322
2007,201.792,211.80036
1992,134.201,265.76934
2005,109.287,208.5873
2005,153.396,251.16689
1972,141.808,272.43057
2000,96.534,198.81751
2008,179.51,169.84771
1986,84.825,285.98812
1993,122.428,250.8273
2010,113.198,171.07546
1995,190.631,159.42485
1989,122.503,224.39138
2006,119.897,423.60118
1994,125.978,274.28526
2001,161.697,291.81342
2005,156.523,241.37098
2003,57.332,273.60608
2007,115.277,427.36281
2009,132.972,454.16444
1992,145.464,397.76608
2006,122.174,246.49098
1968,137.119,128.33914
2008,120.697,147.48689
2006,105.069,272.92689
2002,126.747,211.90485
2003,141.741,200.33261
1999,173.983,274.65098
1993,192.301,307.40853
1999,118.237,32.41751
1994,93.502,311.01342
2006,100.332,201.27302
2002,137.911,210.36363
2002,134.109,175.41179
1996,172.955,381.30893
2003,199.07,209.03138
1994,146.275,129.48853
1998,118.196,508.3424
1973,122.773,301.71383
2007,104.296,336.43057
1972,137.368,183.14404
2007,114.983,222.14485
1978,135.206,454.1122
2006,167.97,245.78567
1992,125.749,292.28363
1999,131.615,154.122
1984,99.978,345.67791
2000,96.136,243.48689
1961,133.721,72.33261
2007,71.156,269.73995
1989,100.788,247.7971
2007,93.328,551.54893
1953,55.233,220.15955
2002,88.05,382.14485
1995,65.93,158.71955
2001,96.037,242.25914
2006,101.883,174.88934
1981,144.144,309.83791
2006,113.131,215.7971
2009,122.924,297.53424
1996,120.047,274.57261
1988,126.16,223.92118
2005,92.299,161.82812
2007,137.149,100.0224
1998,128.087,217.15546
2008,140.666,366.0273
1999,100.341,249.46893
1998,112.68,321.01832
1995,138.094,183.06567
1991,140.696,263.94077
2006,101.076,124.18567
1996,185.615,82.1024
1998,102.677,262.37342
1977,129.722,129.93261
2010,177.958,271.3073
1999,177.876,353.07057
2006,123.278,183.64036
2007,122.858,349.6224
1983,138.831,441.52118
2007,75.316,195.70893
2006,102.126,258.29832
1988,98.663,153.49506
2006,132.962,256.46975
2000,136.003,506.27873
2008,76.455,138.97098
2006,130.003,320.1824
2008,143.812,309.28934
1991,112.352,271.09832
2009,156.924,174.75873
2009,185.623,189.962
2009,136.021,179.17342
1992,94.146,185.83465
2007,131.991,368.92689
2001,104.796,211.56526
2007,92.186,261.17179
1999,118.182,134.81751
2005,194.099,141.40036
2004,133.821,205.37424
2000,165.967,248.5024
1996,121.871,255.39873
1976,142.857,260.62322
2004,151.64,267.17995
2007,84.518,420.07465
2005,126.947,329.7171
2000,113.557,205.63546
1998,97.075,53.21098
1983,122.754,291.13424
1997,86.833,318.37995
2009,107.998,284.1073
1990,113.608,283.32363
1995,120.689,125.77914
2000,146.856,245.49832
1994,99.66,140.69506
2005,149.96,365.03465
2007,85.138,212.32281
2009,175.363,141.50485
2004,127.968,575.79057
2004,85.855,212.97587
2005,137.806,295.07873
2008,181.863,216.2673
2001,132.023,221.64853
1999,189.037,54.96118
2004,144.955,141.13914
1980,156.605,88.89424
1994,117.766,318.56281
1997,92.025,245.7073
2009,140.238,246.04689
2007,136.72,202.03057
2002,211.806,307.09506
2007,132.021,203.78077
1979,223.62,182.04689
1966,107.458,214.69995
1992,206.101,319.84281
1996,135.415,118.04689
1962,163.942,124.52526
1997,94.721,177.68444
1994,135.487,90.46159
2001,100.917,180.32281
1988,131.04,245.10649
2001,69.737,282.61832
1990,104.556,301.08689
1999,116.438,94.6673
2000,104.98,326.922
2004,125.126,209.55383
2001,111.016,335.17669
1989,85.962,282.33098
2008,187.406,424.51546
1997,120.389,368.03873
2009,118.956,221.6224
1983,176.18,325.66812
2005,90.167,287.00689
1977,144.573,194.58567
2002,166.03,143.882
2002,120.023,266.762
2003,128.304,156.52526
1991,123.795,368.06485
2007,101.868,260.80608
2002,86.06,215.53587
1947,84.851,174.73261
2007,91.943,301.19138
1996,152.935,308.87138
1993,81.249,397.76608
2006,127.929,532.37506
1929,114.177,191.11138
2009,81.95,193.64526
2008,151.983,240.56118
2008,104.064,62.27546
1995,89.015,333.37424
1996,169.938,195.5522
1993,123.924,165.642
1989,91.846,303.09832
2002,76.98,172.09424
2009,65.246,297.63873
2004,139.543,199.07873
2000,83.219,138.39628
2005,102.034,211.53914
1992,197.232,344.86812
2000,144.344,176.74404
2002,87.848,255.97342
2006,200.06,122.72281
2006,85.989,317.09995
2009,144.678,151.09179
1993,68.826,174.52363
1971,137.258,189.90975
1991,157.983,184.47628
2003,164.595,288.44363
1994,146.775,265.06404
1999,87.702,411.01016
2000,84.655,278.04689
2009,127.968,216.63302
1997,84.994,312.94649
1991,172.703,162.29832
1990,139.211,214.54322
1988,122.546,166.73914
2001,88.678,33.20118
1996,91.833,221.33506
2003,103.47,202.4224
2006,159.894,236.53832
2009,140.577,227.082
1995,127.279,368.3522
1967,100.191,161.85424
1986,133.393,302.15791
2005,160.057,201.29914
2002,141.743,177.47546
2006,94.898,158.11873
2008,105.01,210.6771
1998,140.444,230.60853
2002,141.271,211.85261
2004,92.222,254.4322
1993,185.553,34.08934
1990,120.599,299.93751
2001,92.922,256.33914
2006,110.631,220.49914
2001,108.069,197.77261
1993,165.779,245.99465
2007,108.023,330.37016
2007,102.347,293.09342
2009,42.183,85.15873
1994,172.326,143.62077
2000,90.184,272.69179
1992,157.5,215.66649
1966,107.593,182.56934
2004,86.708,136.38485
2004,130.026,237.63546
1967,81.073,171.83302
1983,94.552,206.00118
1969,151.717,246.72608
2009,142.137,214.5171
2008,149.978,145.50159
2004,163.44,249.12934
2002,181.573,178.65098
1981,89.32,67.76118
1977,167.604,200.59383
2007,104.048,264.85506
2006,120.055,248.99873
2003,135.99,356.41424
2000,125.307,172.22485
2007,155.389,214.02077
2000,142.709,312.842
1996,153.849,200.38485
1974,114.638,200.202
2009,119.943,428.45995
2008,135.044,85.99465
2003,104.775,56.842
1983,86.693,318.01424
2005,155.012,226.21995
1995,71.913,136.93342
1998,148.412,220.29016
2001,109.319,70.26893
1999,92.551,169.69098
2005,110.695,211.17342
2007,147.066,235.59791
1991,80.624,235.7024
2007,127.908,199.6273
1996,134.102,168.25424
2003,155.769,229.51138
2005,60.046,31.32036
2007,77.722,229.14567
1969,115.62,216.81587
2007,150.111,45.37424
1998,124.614,425.19465
2000,94.992,211.64363
1984,102.976,288.80934
2004,69.457,293.69424
2004,120.648,260.62322
2008,118.519,366.23628
2001,91.118,143.80363
2010,134.897,269.81832
1971,87.009,189.46567
2006,124.968,207.20281
1993,105.804,308.76689
2004,88.74,259.86567
2004,84.138,199.00036
2009,158.976,241.44934
2005,203.314,165.72036
1983,165.712,285.1522
1994,82.264,146.46812
1999,87.146,249.28608
1992,144.252,426.78812
2006,97.687,204.95628
2004,104.128,304.16934
2006,165.597,177.18812
2003,97.045,252.62975
2005,103.952,216.65914
2008,130.985,171.10159
2001,97.997,225.72363
2005,170.702,215.90159
1999,137.54,201.24689
1993,161.172,241.99791
2009,151.498,180.53179
1998,132.261,190.69342
1991,131.272,415.81669
1994,137.589,382.01424
2006,140.972,239.82975
1961,92.851,167.70567
2004,150.486,140.79955
2003,167.997,280.00608
1960,118.297,205.13914
1999,95.861,327.05261
1993,109.85,372.27057
1953,148.907,169.84771
1973,113.384,193.01832
1999,91.364,467.53914
2005,99.985,192.10404
2007,173.468,740.46649
1989,120.277,284.76036
1994,91.399,218.38322
1988,124.993,185.23383
1998,92.379,293.53751
2007,119.448,202.39628
1976,130.049,296.12363
1990,131.01,149.89016
1971,74.961,205.53098
2001,187.232,100.10077
2008,134.054,151.71873
2002,103.387,280.24118
2002,80.051,245.31546
1983,162.441,416.7571
2005,110.032,203.17995
2005,89.975,220.76036
1977,167.947,185.99138
2008,131.065,234.47465
1981,162.907,192.13016
2005,89.89,212.11383
2006,111.266,182.80444
2004,164.637,234.65751
1996,154.028,233.97832
2001,198.736,165.04118
1997,131.191,280.97261
2000,240.983,288.49587
1988,91.247,278.96118
2008,84.1,466.05016
2002,75.0,101.43302
2006,126.892,205.13914
1977,205.885,299.93751
1993,214.941,239.67302
2004,180.068,188.96934
2006,30.827,316.49914
1934,100.795,173.322
2007,130.631,139.78077
2003,130.005,464.5873
2006,125.328,249.39057
1991,99.36,158.45832
1969,103.377,315.92444
1983,136.273,160.62649
2003,160.026,212.06159
2006,99.963,215.61424
1969,71.642,632.34567
2006,189.917,245.10649
2008,100.919,26.80118
2003,189.134,115.53914
2005,74.078,244.45342
1990,133.954,192.13016
2007,123.026,199.28771
2003,140.045,230.76526
1989,117.683,172.09424
2002,120.083,196.93669
1994,144.447,220.31628
2004,88.176,236.59057
2006,84.615,81.50159
1968,105.85,177.00526
2005,132.666,219.48036
2000,66.49,195.00363
2008,131.996,467.43465
2001,132.731,247.77098
2006,113.471,328.72444
2004,90.625,74.34404
2000,179.49,132.23138
1971,159.869,332.45995
2002,112.991,56.13669
2005,90.248,180.24444
1995,114.241,318.22322
1999,153.447,201.16853
1988,124.67,259.60444
1984,117.815,74.762
2005,110.742,313.10322
1993,138.517,248.86812
1999,94.807,70.53016
1987,191.61,275.12118
2007,144.001,190.56281
2002,140.202,138.84036
2004,105.54,360.75057
2001,139.811,162.66404
2007,78.087,180.50567
1994,161.994,211.35628
2008,96.047,219.24526
1977,92.87,209.34485
1988,133.319,216.39791
2002,83.61,478.92853
2008,85.061,389.95546
1998,91.976,343.58812
2007,140.032,220.55138
2004,99.909,196.12689
1989,130.196,142.91546
2009,96.364,227.10812
1994,90.074,172.06812
1971,182.085,279.84934
1984,137.486,263.6273
1999,145.109,313.75628
1999,151.401,257.85424
2007,210.032,208.56118
2000,132.131,260.04853
1981,158.057,173.42649
2010,168.901,160.26077
2005,101.307,193.74975
1988,223.387,185.15546
1961,91.01,168.95955
1995,87.643,264.88118
1966,111.562,119.06567
1989,133.792,182.282
2002,164.769,218.93179
2000,140.997,513.56689
1991,100.862,291.21261
1988,101.831,342.59546
2009,157.665,217.41669
2006,126.339,410.06975
1995,88.794,184.39791
1987,108.974,109.71383
2001,92.8,199.81016
1995,166.081,162.32444
2001,130.0,236.53832
1960,122.798,143.35955
2008,181.368,147.93098
1979,105.261,216.65914
2006,52.711,222.74567
1974,170.916,195.65669
1988,117.73,129.48853
2009,85.96,232.48934
1990,86.442,173.58322
1982,88.73,311.19628
1991,174.037,278.38649
1994,142.409,132.51873
1991,112.258,245.75955
2003,80.992,52.11383
2007,139.238,88.86812
2002,157.739,270.47138
1990,151.211,235.31057
1996,130.572,614.00771
2000,93.298,86.67383
2007,96.007,100.362
2002,91.066,258.48118
1999,123.871,230.47791
1991,167.278,292.25751
2008,90.018,227.81342
2003,184.591,200.12363
2006,51.931,239.56853
2003,141.423,185.20771
2003,127.434,349.33506
1998,83.529,168.6722
1997,130.619,220.76036
1960,89.13,188.26404
2003,90.861,460.48608
1994,95.466,120.81587
1999,113.846,223.00689
2004,131.989,231.18322
2009,129.169,168.77669
2002,90.545,195.73506
2009,121.967,240.27383
2006,45.514,131.13424
2003,93.203,266.57914
2005,133.985,278.02077
2004,168.628,139.91138
1999,159.886,230.66077
2006,124.094,252.18567
2008,141.925,240.19546
1993,92.643,307.22567
1979,76.814,284.21179
2005,122.887,76.82567
1993,79.952,460.56444
1996,165.763,192.62649
2007,135.015,504.92036
1969,142.066,191.73832
2003,125.418,82.52036
2005,201.566,154.85342
1989,110.47,227.73506
1991,97.115,395.15383
1990,113.781,200.80281
2000,93.259,199.07873
1990,126.039,278.54322
2003,170.548,45.08689
1972,139.925,274.83383
2001,65.009,984.55465
1995,166.011,196.54485
2007,125.19,211.40853
2002,91.018,152.65914
2005,72.74,140.01587
2007,160.251,267.59791
1995,100.339,242.59873
1990,163.789,297.66485
1996,91.913,274.1024
2009,130.939,189.20444
1971,143.137,269.71383
1976,158.754,218.51383
1997,95.002,512.78322
2001,84.56,301.87057
2003,99.694,254.98077
1994,137.237,194.53342
2004,136.129,296.04526
1981,189.735,240.3522
2010,100.138,252.81261
2004,97.325,377.25995
2008,145.48,169.63873
2001,186.848,313.88689
1989,87.94,331.36281
1993,107.245,354.66404
2002,123.295,369.60608
1962,89.342,142.21016
2005,198.464,308.74077
2005,104.131,182.282
1988,119.441,137.19465
2005,140.618,175.96036
2005,127.677,344.94649
2009,122.757,172.5122
1981,136.69,180.63628
1999,168.814,355.68281
2005,129.993,479.76444
2007,119.729,91.37587
2004,194.107,160.46975
1990,118.041,223.97342
2008,108.407,711.70567
1991,155.521,245.36771
2000,106.229,268.25098
1971,143.14,252.9171
1973,182.918,162.45506
2002,87.003,231.44444
1981,115.476,196.44036
2005,110.182,116.45342
2005,99.99,262.76526
1992,130.345,312.55465
2002,161.991,206.88934
1998,90.64,274.70322
2008,136.331,188.29016
1999,85.163,229.01506
